SPOT_PRICE,TRADE_DATE,TRADE_JDN
1.024,30-Apr-04,2453126
0.999,28-Apr-04,2453124
1.008,26-Apr-04,2453122
0.994,22-Apr-04,2453118
0.979,20-Apr-04,2453116
1.017,16-Apr-04,2453112
0.991,14-Apr-04,2453110
0.995,12-Apr-04,2453108
0.936,07-Apr-04,2453103
0.882,05-Apr-04,2453101
0.881,01-Apr-04,2453097
0.939,30-Mar-04,2453095
0.938,26-Mar-04,2453091
0.95,24-Mar-04,2453089
0.962,22-Mar-04,2453087
0.977,18-Mar-04,2453083
0.943,16-Mar-04,2453081
0.866,13-Oct-03,2452926
0.851,09-Oct-03,2452922
0.817,07-Oct-03,2452920
0.814,03-Oct-03,2452916
0.79,01-Oct-03,2452914
0.749,29-Sep-03,2452912
0.736,25-Sep-03,2452908
0.708,23-Sep-03,2452906
0.7,19-Sep-03,2452902
0.717,17-Sep-03,2452900
0.734,15-Sep-03,2452898
0.744,11-Sep-03,2452894
0.755,09-Sep-03,2452892
0.752,05-Sep-03,2452888
0.759,03-Sep-03,2452886
0.763,02-Sep-03,2452885
0.812,28-Aug-03,2452880
0.828,26-Aug-03,2452878
0.83,22-Aug-03,2452874
0.812,20-Aug-03,2452872
0.801,18-Aug-03,2452870
0.818,14-Aug-03,2452866
0.831,12-Aug-03,2452864
0.839,08-Aug-03,2452860
0.827,06-Aug-03,2452858
0.827,04-Aug-03,2452856
0.793,31-Jul-03,2452852
0.782,29-Jul-03,2452850
0.77,25-Jul-03,2452846
0.761,23-Jul-03,2452844
0.779,21-Jul-03,2452842
0.783,17-Jul-03,2452838
0.806,15-Jul-03,2452836
0.798,11-Jul-03,2452832
0.792,09-Jul-03,2452830
0.76,07-Jul-03,2452828
0.77,03-Jul-03,2452824
0.777,01-Jul-03,2452822
0.749,27-Jun-03,2452818
0.769,25-Jun-03,2452816
0.739,23-Jun-03,2452814
0.725,19-Jun-03,2452810
0.744,17-Jun-03,2452808
0.728,13-Jun-03,2452804
0.773,11-Jun-03,2452802
0.761,09-Jun-03,2452800
0.755,05-Jun-03,2452796
0.741,03-Jun-03,2452794
0.724,30-May-03,2452790
0.708,28-May-03,2452788
0.734,23-May-03,2452783
0.736,21-May-03,2452781
0.717,19-May-03,2452779
0.739,15-May-03,2452775
0.731,13-May-03,2452773
0.706,09-May-03,2452769
0.696,08-May-03,2452768
0.669,06-May-03,2452766
0.672,02-May-03,2452762
0.69,30-Apr-03,2452760
0.694,28-Apr-03,2452758
0.747,24-Apr-03,2452754
0.785,22-Apr-03,2452752
0.768,17-Apr-03,2452747
0.803,15-Apr-03,2452745
0.761,11-Apr-03,2452741
0.766,09-Apr-03,2452739
0.745,07-Apr-03,2452737
0.729,03-Apr-03,2452733
0.728,01-Apr-03,2452731
0.771,31-Mar-03,2452730
0.762,27-Mar-03,2452726
0.693,25-Mar-03,2452724
0.7,21-Mar-03,2452720
0.784,19-Mar-03,2452718
0.881,17-Mar-03,2452716
0.929,13-Mar-03,2452712
1.031,11-Mar-03,2452710
1.11,07-Mar-03,2452706
1.065,05-Mar-03,2452704
1.086,03-Mar-03,2452702
1.077,27-Feb-03,2452698
1.064,25-Feb-03,2452696
1.016,20-Feb-03,2452691
1.043,18-Feb-03,2452689
1.037,13-Feb-03,2452684
1.053,11-Feb-03,2452682
1.161,07-Feb-03,2452678
1.046,05-Feb-03,2452676
0.928,03-Feb-03,2452674
0.947,30-Jan-03,2452670
0.903,28-Jan-03,2452668
0.923,24-Jan-03,2452664
0.893,22-Jan-03,2452662
0.875,17-Jan-03,2452657
0.886,15-Jan-03,2452655
0.861,13-Jan-03,2452653
0.85,09-Jan-03,2452649
0.842,07-Jan-03,2452647
0.921,03-Jan-03,2452643
0.888,02-Jan-03,2452642
0.884,30-Dec-02,2452639
0.92,26-Dec-02,2452635
0.886,23-Dec-02,2452632
0.827,18-Dec-02,2452627
0.831,16-Dec-02,2452625
0.771,12-Dec-02,2452621
0.742,10-Dec-02,2452619
0.725,06-Dec-02,2452615
0.722,04-Dec-02,2452613
0.755,02-Dec-02,2452611
0.722,26-Nov-02,2452605
0.747,22-Nov-02,2452601
0.729,20-Nov-02,2452599
0.719,18-Nov-02,2452597
0.665,13-Nov-02,2452592
0.68,11-Nov-02,2452590
0.685,07-Nov-02,2452586
0.724,05-Nov-02,2452584
0.738,01-Nov-02,2452580
0.727,30-Oct-02,2452578
0.724,28-Oct-02,2452576
0.762,24-Oct-02,2452572
0.758,22-Oct-02,2452570
0.808,18-Oct-02,2452566
0.818,16-Oct-02,2452564
0.83,14-Oct-02,2452562
0.82,10-Oct-02,2452558
0.814,08-Oct-02,2452556
0.813,04-Oct-02,2452552
0.85,02-Oct-02,2452550
0.826,30-Sep-02,2452548
0.816,26-Sep-02,2452544
0.826,24-Sep-02,2452542
0.81,20-Sep-02,2452538
0.815,18-Sep-02,2452536
0.798,16-Sep-02,2452534
0.781,12-Sep-02,2452530
0.799,10-Sep-02,2452528
0.785,06-Sep-02,2452524
0.759,04-Sep-02,2452522
1.91,19-Aug-09,2455063
1.83,17-Aug-09,2455061
1.905,13-Aug-09,2455057
1.932,10-Aug-09,2455054
1.922,06-Aug-09,2455050
1.911,04-Aug-09,2455048
1.831,31-Jul-09,2455044
1.71,29-Jul-09,2455042
1.841,27-Jul-09,2455040
1.824,23-Jul-09,2455036
1.77,21-Jul-09,2455034
1.706,17-Jul-09,2455030
1.649,15-Jul-09,2455028
1.564,13-Jul-09,2455026
1.587,09-Jul-09,2455022
1.63,07-Jul-09,2455020
1.714,02-Jul-09,2455015
1.788,30-Jun-09,2455013
1.791,26-Jun-09,2455009
1.802,23-Jun-09,2455006
1.83,19-Jun-09,2455002
1.881,17-Jun-09,2455000
1.813,15-Jun-09,2454998
1.851,11-Jun-09,2454994
1.801,09-Jun-09,2454992
1.77,05-Jun-09,2454988
1.718,03-Jun-09,2454986
1.745,01-Jun-09,2454984
1.592,28-May-09,2454980
1.534,26-May-09,2454978
1.526,21-May-09,2454973
1.48,19-May-09,2454971
1.412,15-May-09,2454967
1.475,13-May-09,2454965
1.491,08-May-09,2454960
1.441,06-May-09,2454958
1.395,04-May-09,2454956
1.294,30-Apr-09,2454952
1.288,28-Apr-09,2454950
1.347,24-Apr-09,2454946
0.432,10-Mar-95,2449787
0.432,08-Mar-95,2449785
0.449,06-Mar-95,2449783
0.446,02-Mar-95,2449779
0.459,28-Feb-95,2449777
0.464,24-Feb-95,2449773
0.462,22-Feb-95,2449771
0.465,17-Feb-95,2449766
0.45,15-Feb-95,2449764
0.454,13-Feb-95,2449762
0.465,09-Feb-95,2449758
0.481,07-Feb-95,2449756
0.491,03-Feb-95,2449752
0.472,01-Feb-95,2449750
0.47,31-Jan-95,2449749
0.469,27-Jan-95,2449745
0.458,25-Jan-95,2449743
0.467,23-Jan-95,2449741
0.473,19-Jan-95,2449737
0.483,17-Jan-95,2449735
0.45,13-Jan-95,2449731
0.46,11-Jan-95,2449729
0.475,09-Jan-95,2449727
0.493,05-Jan-95,2449723
0.496,03-Jan-95,2449721
0.538,02-Aug-94,2449567
0.54,29-Jul-94,2449563
0.522,28-Jul-94,2449562
0.516,26-Jul-94,2449560
0.514,22-Jul-94,2449556
0.507,20-Jul-94,2449554
0.497,18-Jul-94,2449552
0.513,14-Jul-94,2449548
0.509,12-Jul-94,2449546
0.494,08-Jul-94,2449542
0.497,06-Jul-94,2449540
0.51,01-Jul-94,2449535
0.499,29-Jun-94,2449533
0.504,27-Jun-94,2449531
0.512,23-Jun-94,2449527
0.51,21-Jun-94,2449525
0.526,17-Jun-94,2449521
0.512,15-Jun-94,2449519
0.477,13-Jun-94,2449517
0.465,09-Jun-94,2449513
0.453,07-Jun-94,2449511
0.477,03-Jun-94,2449507
0.479,02-Jun-94,2449506
0.489,31-May-94,2449504
0.474,26-May-94,2449499
0.472,24-May-94,2449497
0.478,20-May-94,2449493
0.471,18-May-94,2449491
0.472,16-May-94,2449489
0.476,12-May-94,2449485
0.47,10-May-94,2449483
0.475,06-May-94,2449479
0.456,04-May-94,2449477
0.468,02-May-94,2449475
0.464,28-Apr-94,2449471
0.477,26-Apr-94,2449469
0.479,22-Apr-94,2449465
0.47,20-Apr-94,2449463
0.477,18-Apr-94,2449461
0.473,14-Apr-94,2449457
0.464,12-Apr-94,2449455
0.457,08-Apr-94,2449451
0.461,06-Apr-94,2449449
0.466,05-Apr-94,2449448
0.431,31-Mar-94,2449443
0.447,29-Mar-94,2449441
0.47,25-Mar-94,2449437
0.458,23-Mar-94,2449435
0.466,21-Mar-94,2449433
0.459,17-Mar-94,2449429
0.46,15-Mar-94,2449427
0.442,11-Mar-94,2449423
0.439,09-Mar-94,2449421
0.44,07-Mar-94,2449419
0.458,03-Mar-94,2449415
0.466,01-Mar-94,2449413
0.452,28-Feb-94,2449412
0.462,24-Feb-94,2449408
0.449,22-Feb-94,2449406
0.434,17-Feb-94,2449401
0.467,15-Feb-94,2449399
0.523,11-Feb-94,2449395
0.505,09-Feb-94,2449393
0.538,07-Feb-94,2449391
0.591,03-Feb-94,2449387
0.577,01-Feb-94,2449385
0.571,28-Jan-94,2449381
0.566,26-Jan-94,2449379
0.534,24-Jan-94,2449377
0.52,20-Jan-94,2449373
0.531,18-Jan-94,2449371
0.598,14-Jan-94,2449367
0.509,12-Jan-94,2449365
0.486,10-Jan-94,2449363
0.495,06-Jan-94,2449359
0.483,04-Jan-94,2449357
0.456,30-Dec-93,2449352
0.446,28-Dec-93,2449350
0.45,23-Dec-93,2449345
0.446,21-Dec-93,2449343
0.446,17-Dec-93,2449339
0.433,15-Dec-93,2449337
0.427,13-Dec-93,2449335
0.423,09-Dec-93,2449331
0.434,07-Dec-93,2449329
0.46,03-Dec-93,2449325
0.491,01-Dec-93,2449323
0.492,29-Nov-93,2449321
0.526,23-Nov-93,2449315
0.542,19-Nov-93,2449311
0.531,16-Nov-93,2449308
0.537,12-Nov-93,2449304
0.523,10-Nov-93,2449302
0.523,08-Nov-93,2449300
0.547,04-Nov-93,2449296
0.546,02-Nov-93,2449294
0.55,29-Oct-93,2449290
0.565,27-Oct-93,2449288
0.561,25-Oct-93,2449286
0.566,21-Oct-93,2449282
0.565,19-Oct-93,2449280
0.564,15-Oct-93,2449276
0.578,12-Oct-93,2449273
3.198,09-Jun-11,2455722
3.082,06-Jun-11,2455719
3.134,31-May-11,2455713
3.026,24-May-11,2455706
3.023,18-May-11,2455700
3.04,12-May-11,2455694
3.109,09-May-11,2455691
3.301,03-May-11,2455685
3.332,27-Apr-11,2455679
3.254,21-Apr-11,2455673
3.276,15-Apr-11,2455667
3.292,11-Apr-11,2455663
3.235,05-Apr-11,2455657
3.119,30-Mar-11,2455651
3.16,25-Mar-11,2455646
3.13,21-Mar-11,2455642
3.026,15-Mar-11,2455636
3.127,09-Mar-11,2455630
3.183,04-Mar-11,2455625
2.998,28-Feb-11,2455621
2.88,22-Feb-11,2455615
2.835,16-Feb-11,2455609
2.787,10-Feb-11,2455603
2.758,04-Feb-11,2455597
2.711,26-Jan-11,2455588
2.663,14-Jan-11,2455576
2.487,04-Jan-11,2455566
2.496,27-Dec-10,2455558
2.458,15-Dec-10,2455546
2.461,03-Dec-10,2455534
2.253,23-Nov-10,2455524
2.35,12-Nov-10,2455513
2.262,02-Nov-10,2455503
2.264,22-Oct-10,2455492
2.27,13-Oct-10,2455483
2.27,01-Oct-10,2455471
2.099,23-Sep-10,2455463
2.131,14-Sep-10,2455454
2.053,01-Sep-10,2455441
2.037,20-Aug-10,2455429
2.042,13-Aug-10,2455422
2.19,03-Aug-10,2455412
2.07,22-Jul-10,2455400
2.044,14-Jul-10,2455392
1.905,02-Jul-10,2455380
2.111,22-Jun-10,2455370
2.06,10-Jun-10,2455358
2.036,02-Jun-10,2455350
1.909,20-May-10,2455337
2.125,11-May-10,2455328
2.292,29-Apr-10,2455316
2.183,20-Apr-10,2455307
2.233,12-Apr-10,2455299
2.152,30-Mar-10,2455286
2.114,18-Mar-10,2455274
2.097,09-Mar-10,2455265
2.014,25-Feb-10,2455253
2.008,17-Feb-10,2455245
2.008,03-Feb-10,2455231
1.965,25-Jan-10,2455222
1.412,27-Mar-17,2457840
1.412,21-Mar-17,2457834
1.41,15-Mar-17,2457828
1.427,10-Mar-17,2457823
1.527,06-Mar-17,2457819
1.555,28-Feb-17,2457813
1.562,22-Feb-17,2457807
1.557,17-Feb-17,2457802
1.551,13-Feb-17,2457798
1.493,07-Feb-17,2457792
1.536,01-Feb-17,2457786
1.526,26-Jan-17,2457780
1.516,23-Jan-17,2457777
1.514,17-Jan-17,2457771
1.51,11-Jan-17,2457765
1.541,05-Jan-17,2457759
1.552,02-Jan-17,2457756
1.543,27-Dec-16,2457750
1.468,21-Dec-16,2457744
1.478,15-Dec-16,2457738
1.451,09-Dec-16,2457732
1.488,05-Dec-16,2457728
1.351,29-Nov-16,2457722
1.4,23-Nov-16,2457716
1.321,17-Nov-16,2457710
1.28,11-Nov-16,2457704
1.325,08-Nov-16,2457701
1.395,31-Oct-16,2457693
1.451,20-Oct-16,2457682
1.479,11-Oct-16,2457673
1.397,29-Sep-16,2457661
1.286,20-Sep-16,2457652
1.373,08-Sep-16,2457640
1.4,29-Aug-16,2457630
1.384,19-Aug-16,2457620
1.185,10-Aug-16,2457611
1.144,29-Jul-16,2457599
1.255,19-Jul-16,2457589
1.302,08-Jul-16,2457578
1.441,29-Jun-16,2457569
1.366,17-Jun-16,2457557
1.454,08-Jun-16,2457548
1.37,27-May-16,2457536
1.358,19-May-16,2457528
1.155,09-May-16,2457518
1.251,27-Apr-16,2457506
1.119,18-Apr-16,2457497
1.045,06-Apr-16,2457485
1.012,29-Mar-16,2457477
1.126,17-Mar-16,2457465
1.072,08-Mar-16,2457456
0.943,25-Feb-16,2457444
1.008,17-Feb-16,2457436
1.024,05-Feb-16,2457424
0.909,26-Jan-16,2457414
0.868,18-Jan-16,2457406
0.994,06-Jan-16,2457394
1.035,25-Dec-15,2457382
0.997,16-Dec-15,2457373
1.2,07-Dec-15,2457364
1.258,27-Nov-15,2457354
1.282,18-Nov-15,2457345
1.422,06-Nov-15,2457333
3.59,29-Jul-08,2454677
3.676,24-Jul-08,2454672
3.809,18-Jul-08,2454666
4.158,14-Jul-08,2454662
3.922,08-Jul-08,2454656
4.035,01-Jul-08,2454649
3.956,26-Jun-08,2454644
3.821,20-Jun-08,2454638
3.873,16-Jun-08,2454634
3.861,10-Jun-08,2454628
3.619,04-Jun-08,2454622
3.736,30-May-08,2454617
4.002,23-May-08,2454610
3.81,19-May-08,2454606
3.804,13-May-08,2454600
3.655,08-May-08,2454595
3.35,02-May-08,2454589
3.428,28-Apr-08,2454585
3.502,23-Apr-08,2454580
3.464,17-Apr-08,2454574
3.402,11-Apr-08,2454568
3.25,07-Apr-08,2454564
3.087,02-Apr-08,2454559
3.17,27-Mar-08,2454553
3.15,20-Mar-08,2454546
3.255,17-Mar-08,2454543
3.168,11-Mar-08,2454537
2.915,29-Feb-08,2454526
2.851,19-Feb-08,2454516
2.527,07-Feb-08,2454504
2.591,30-Jan-08,2454496
2.575,17-Jan-08,2454483
2.635,07-Jan-08,2454473
2.635,26-Dec-07,2454461
2.657,13-Dec-07,2454448
2.552,04-Dec-07,2454439
2.773,23-Nov-07,2454428
2.658,12-Nov-07,2454417
2.573,01-Nov-07,2454406
2.369,23-Oct-07,2454397
2.305,11-Oct-07,2454385
2.262,02-Oct-07,2454376
2.306,24-Sep-07,2454368
2.293,13-Sep-07,2454357
2.135,31-Aug-07,2454344
2.055,21-Aug-07,2454334
2.071,10-Aug-07,2454323
2.198,31-Jul-07,2454313
2.1,23-Jul-07,2454305
2.145,11-Jul-07,2454293
2.09,29-Jun-07,2454281
2.162,19-Jun-07,2454271
2.062,11-Jun-07,2454263
2.025,30-May-07,2454251
2.076,18-May-07,2454239
2.018,08-May-07,2454229
2.051,26-Apr-07,2454217
2.001,19-Apr-07,2454210
1.995,09-Apr-07,2454200
1.918,27-Mar-07,2454187
1.803,16-Mar-07,2454176
1.816,06-Mar-07,2454166
1.788,26-Feb-07,2454158
1.661,15-Feb-07,2454147
1.782,09-Feb-07,2454141
1.728,05-Feb-07,2454137
1.759,31-Jan-07,2454132
1.653,25-Jan-07,2454126
1.651,19-Jan-07,2454120
1.6,12-Jan-07,2454113
1.625,09-Jan-07,2454110
1.677,03-Jan-07,2454104
1.725,27-Dec-06,2454097
1.754,20-Dec-06,2454090
1.854,14-Dec-06,2454084
1.827,08-Dec-06,2454078
1.899,04-Dec-06,2454074
1.897,29-Nov-06,2454069
1.789,21-Nov-06,2454061
1.719,15-Nov-06,2454055
1.759,09-Nov-06,2454049
1.685,03-Nov-06,2454043
1.664,30-Oct-06,2454039
1.724,24-Oct-06,2454033
1.725,18-Oct-06,2454027
1.77,12-Oct-06,2454021
1.769,06-Oct-06,2454015
1.747,02-Oct-06,2454011
1.769,26-Sep-06,2454005
1.706,20-Sep-06,2453999
1.723,12-Sep-06,2453991
2.046,31-Aug-06,2453979
2.127,21-Aug-06,2453969
2.165,09-Aug-06,2453957
2.143,28-Jul-06,2453945
2.139,20-Jul-06,2453937
2.081,11-Jul-06,2453928
2.028,27-Jun-06,2453914
2.085,15-Jun-06,2453902
2.152,06-Jun-06,2453893
2.076,26-May-06,2453882
2.043,16-May-06,2453872
2.03,04-May-06,2453860
2.151,24-Apr-06,2453850
2.106,17-Apr-06,2453843
1.951,04-Apr-06,2453830
1.881,23-Mar-06,2453818
1.921,14-Mar-06,2453809
1.924,02-Mar-06,2453797
1.753,22-Feb-06,2453789
1.737,09-Feb-06,2453776
1.898,30-Jan-06,2453766
1.831,19-Jan-06,2453755
1.728,10-Jan-06,2453746
1.775,28-Dec-05,2453733
1.72,16-Dec-05,2453721
1.705,07-Dec-05,2453712
1.693,23-Nov-05,2453698
1.695,14-Nov-05,2453689
1.78,02-Nov-05,2453677
1.838,24-Oct-05,2453668
2.379,13-Oct-05,2453657
2.9,03-Oct-05,2453647
2.175,23-Sep-05,2453637
2.004,14-Sep-05,2453628
2.423,01-Sep-05,2453615
0.774,29-Aug-02,2452516
0.746,26-Aug-02,2452513
0.746,20-Aug-02,2452507
0.714,14-Aug-02,2452501
0.681,09-Aug-02,2452496
0.668,05-Aug-02,2452492
0.692,31-Jul-02,2452487
0.685,25-Jul-02,2452481
0.706,19-Jul-02,2452475
0.715,16-Jul-02,2452472
0.674,10-Jul-02,2452466
0.693,02-Jul-02,2452458
0.681,27-Jun-02,2452453
0.658,21-Jun-02,2452447
0.668,17-Jun-02,2452443
0.64,12-Jun-02,2452438
0.626,06-Jun-02,2452432
0.628,03-Jun-02,2452429
0.66,28-May-02,2452423
0.68,22-May-02,2452417
0.68,16-May-02,2452411
0.694,13-May-02,2452408
0.654,07-May-02,2452402
0.661,02-May-02,2452397
0.685,26-Apr-02,2452391
0.655,22-Apr-02,2452387
0.65,17-Apr-02,2452382
0.647,11-Apr-02,2452376
0.685,08-Apr-02,2452373
0.629,25-Mar-02,2452359
0.637,13-Mar-02,2452347
0.606,05-Mar-02,2452339
0.555,21-Feb-02,2452327
0.547,12-Feb-02,2452318
0.522,30-Jan-02,2452305
0.511,17-Jan-02,2452292
0.522,09-Jan-02,2452284
0.57,27-Dec-01,2452271
0.473,13-Dec-01,2452257
0.472,06-Dec-01,2452250
0.495,26-Nov-01,2452240
0.581,12-Nov-01,2452226
0.594,31-Oct-01,2452214
0.607,22-Oct-01,2452205
0.656,12-Oct-01,2452195
0.633,02-Oct-01,2452185
0.684,20-Sep-01,2452173
0.816,10-Sep-01,2452163
0.778,30-Aug-01,2452152
0.744,20-Aug-01,2452142
0.752,08-Aug-01,2452130
0.725,30-Jul-01,2452121
0.676,18-Jul-01,2452109
0.729,10-Jul-01,2452101
0.737,26-Jun-01,2452087
0.837,14-Jun-01,2452075
0.774,06-Jun-01,2452067
0.828,24-May-01,2452054
0.791,14-May-01,2452044
0.843,04-May-01,2452034
0.761,23-Apr-01,2452023
0.804,12-Apr-01,2452012
0.693,02-Apr-01,2452002
0.737,21-Mar-01,2451990
0.747,13-Mar-01,2451982
0.765,01-Mar-01,2451970
0.778,20-Feb-01,2451961
0.796,13-Feb-01,2451954
0.876,07-Feb-01,2451948
0.878,02-Feb-01,2451943
0.901,29-Jan-01,2451939
0.859,24-Jan-01,2451934
0.902,18-Jan-01,2451928
0.844,11-Jan-01,2451921
0.821,08-Jan-01,2451918
0.868,02-Jan-01,2451912
0.791,27-Dec-00,2451906
0.716,20-Dec-00,2451899
0.842,14-Dec-00,2451893
0.907,08-Dec-00,2451887
1.01,04-Dec-00,2451883
1.003,29-Nov-00,2451878
1.098,22-Nov-00,2451871
1.041,16-Nov-00,2451865
1.041,10-Nov-00,2451859
0.936,06-Nov-00,2451855
0.952,31-Oct-00,2451849
0.966,25-Oct-00,2451843
0.949,19-Oct-00,2451837
0.986,16-Oct-00,2451834
1.041,10-Oct-00,2451828
0.973,04-Oct-00,2451822
0.931,28-Sep-00,2451816
0.98,22-Sep-00,2451810
1.055,15-Sep-00,2451803
1.005,05-Sep-00,2451793
0.967,23-Aug-00,2451780
0.865,15-Aug-00,2451772
0.801,02-Aug-00,2451759
0.776,25-Jul-00,2451751
0.824,13-Jul-00,2451739
0.848,29-Jun-00,2451725
0.787,21-Jun-00,2451717
0.752,09-Jun-00,2451705
0.781,26-May-00,2451691
0.812,18-May-00,2451683
0.71,08-May-00,2451673
0.735,27-Apr-00,2451662
0.704,14-Apr-00,2451649
0.683,04-Apr-00,2451639
0.723,27-Mar-00,2451631
0.73,15-Mar-00,2451619
0.879,07-Mar-00,2451611
0.763,23-Feb-00,2451598
0.757,10-Feb-00,2451585
0.794,02-Feb-00,2451577
0.912,21-Jan-00,2451565
0.744,11-Jan-00,2451555
0.734,28-Dec-99,2451541
0.712,16-Dec-99,2451529
0.699,06-Dec-99,2451519
0.716,24-Nov-99,2451507
0.672,12-Nov-99,2451495
0.601,02-Nov-99,2451485
0.602,21-Oct-99,2451473
0.558,11-Oct-99,2451463
0.608,04-Oct-99,2451456
0.615,22-Sep-99,2451444
0.621,09-Sep-99,2451431
0.592,31-Aug-99,2451422
0.583,19-Aug-99,2451410
0.555,09-Aug-99,2451400
0.536,04-Aug-99,2451395
0.539,29-Jul-99,2451389
0.521,26-Jul-99,2451386
0.497,20-Jul-99,2451380
0.507,14-Jul-99,2451374
0.512,09-Jul-99,2451369
0.492,02-Jul-99,2451362
0.467,29-Jun-99,2451359
0.457,23-Jun-99,2451353
0.456,17-Jun-99,2451347
0.445,14-Jun-99,2451344
0.426,08-Jun-99,2451338
0.399,03-Jun-99,2451333
0.4,27-May-99,2451326
0.397,24-May-99,2451323
0.397,18-May-99,2451317
0.415,12-May-99,2451311
0.418,07-May-99,2451306
0.451,03-May-99,2451302
0.434,28-Apr-99,2451297
0.439,22-Apr-99,2451291
0.431,16-Apr-99,2451285
0.427,13-Apr-99,2451282
0.44,06-Apr-99,2451275
0.437,31-Mar-99,2451269
0.402,25-Mar-99,2451263
0.396,19-Mar-99,2451257
0.371,16-Mar-99,2451254
0.356,08-Mar-99,2451246
0.324,24-Feb-99,2451234
0.29,16-Feb-99,2451226
0.328,02-Feb-99,2451212
0.325,25-Jan-99,2451204
0.356,12-Jan-99,2451191
0.318,30-Dec-98,2451178
0.3,17-Dec-98,2451165
0.299,10-Dec-98,2451158
0.314,30-Nov-98,2451148
0.364,16-Nov-98,2451134
0.412,04-Nov-98,2451122
0.41,27-Oct-98,2451114
0.415,15-Oct-98,2451102
0.451,06-Oct-98,2451093
0.43,23-Sep-98,2451080
0.417,15-Sep-98,2451072
0.39,02-Sep-98,2451059
0.371,25-Aug-98,2451051
0.383,13-Aug-98,2451039
0.379,05-Aug-98,2451031
0.38,24-Jul-98,2451019
0.401,16-Jul-98,2451011
0.4,02-Jul-98,2450997
0.408,24-Jun-98,2450989
0.381,12-Jun-98,2450977
0.396,02-Jun-98,2450967
0.401,22-May-98,2450956
0.426,12-May-98,2450946
0.427,29-Apr-98,2450933
0.43,21-Apr-98,2450925
0.417,08-Apr-98,2450912
0.414,31-Mar-98,2450904
0.398,19-Mar-98,2450892
0.402,09-Mar-98,2450882
0.434,26-Feb-98,2450871
0.445,13-Feb-98,2450858
0.468,03-Feb-98,2450848
0.485,26-Jan-98,2450840
2.295,30-Aug-05,2453613
1.942,24-Aug-05,2453607
1.829,18-Aug-05,2453601
1.945,12-Aug-05,2453595
1.796,08-Aug-05,2453591
1.701,02-Aug-05,2453585
1.658,28-Jul-05,2453580
0.577,08-Oct-93,2449269
0.569,06-Oct-93,2449267
0.566,04-Oct-93,2449265
0.586,30-Sep-93,2449261
0.558,28-Sep-93,2449259
0.56,24-Sep-93,2449255
0.547,22-Sep-93,2449253
0.55,20-Sep-93,2449251
0.523,17-Sep-93,2449248
0.518,15-Sep-93,2449246
0.513,13-Sep-93,2449244
0.513,09-Sep-93,2449240
0.505,07-Sep-93,2449238
0.523,02-Sep-93,2449233
0.515,31-Aug-93,2449231
0.522,27-Aug-93,2449227
0.511,25-Aug-93,2449225
0.516,23-Aug-93,2449223
0.505,19-Aug-93,2449219
0.503,17-Aug-93,2449217
0.512,13-Aug-93,2449213
0.492,11-Aug-93,2449211
0.481,09-Aug-93,2449209
0.482,05-Aug-93,2449205
0.49,03-Aug-93,2449203
0.487,30-Jul-93,2449199
0.505,28-Jul-93,2449197
0.492,26-Jul-93,2449195
0.486,22-Jul-93,2449191
0.484,20-Jul-93,2449189
0.476,16-Jul-93,2449185
0.481,14-Jul-93,2449183
0.5,12-Jul-93,2449181
0.498,09-Jul-93,2449178
0.5,07-Jul-93,2449176
0.502,02-Jul-93,2449171
0.521,30-Jun-93,2449169
0.523,28-Jun-93,2449167
0.518,24-Jun-93,2449163
1.345,27-Oct-15,2457323
1.346,21-Oct-15,2457317
1.358,15-Oct-15,2457311
1.445,09-Oct-15,2457305
1.496,06-Oct-15,2457302
1.422,30-Sep-15,2457296
1.415,24-Sep-15,2457290
1.317,18-Sep-15,2457284
1.355,14-Sep-15,2457280
1.426,08-Sep-15,2457274
1.465,03-Sep-15,2457269
1.443,28-Aug-15,2457263
1.256,24-Aug-15,2457259
1.39,18-Aug-15,2457253
1.437,13-Aug-15,2457248
1.412,07-Aug-15,2457242
1.405,03-Aug-15,2457238
1.486,29-Jul-15,2457233
1.533,23-Jul-15,2457227
1.507,17-Jul-15,2457221
1.566,13-Jul-15,2457217
1.584,07-Jul-15,2457211
1.695,02-Jul-15,2457206
1.706,26-Jun-15,2457200
1.669,22-Jun-15,2457196
1.729,16-Jun-15,2457190
1.776,10-Jun-15,2457184
1.764,03-Jun-15,2457177
1.86,21-May-15,2457164
1.855,11-May-15,2457154
1.796,29-Apr-15,2457142
1.739,22-Apr-15,2457135
1.639,10-Apr-15,2457123
1.591,30-Mar-15,2457112
1.563,19-Mar-15,2457101
1.699,09-Mar-15,2457091
1.815,27-Feb-15,2457081
1.788,17-Feb-15,2457071
1.675,05-Feb-15,2457059
1.497,26-Jan-15,2457049
1.404,13-Jan-15,2457036
1.545,06-Jan-15,2457029
1.604,23-Dec-14,2457015
1.797,12-Dec-14,2457004
2.005,03-Dec-14,2456995
2.275,20-Nov-14,2456982
2.357,11-Nov-14,2456973
2.424,31-Oct-14,2456962
2.432,21-Oct-14,2456952
2.519,10-Oct-14,2456941
2.627,30-Sep-14,2456931
2.694,19-Sep-14,2456920
2.77,09-Sep-14,2456910
2.87,29-Aug-14,2456899
2.815,20-Aug-14,2456890
2.851,08-Aug-14,2456878
2.846,31-Jul-14,2456870
2.809,22-Jul-14,2456861
2.817,10-Jul-14,2456849
2.897,27-Jun-14,2456836
2.934,17-Jun-14,2456826
2.807,06-Jun-14,2456815
