SPOT_PRICE,TRADE_DATE,TRADE_JDN
1.407,05-Nov-15,2457332
1.46,03-Nov-15,2457330
1.431,30-Oct-15,2457326
3.554,31-Jul-08,2454679
3.646,30-Jul-08,2454678
3.674,28-Jul-08,2454676
3.632,25-Jul-08,2454673
3.648,23-Jul-08,2454671
3.783,22-Jul-08,2454670
3.87,21-Jul-08,2454669
3.84,17-Jul-08,2454665
3.94,16-Jul-08,2454664
4.012,15-Jul-08,2454663
4.173,11-Jul-08,2454659
4.132,10-Jul-08,2454658
3.942,09-Jul-08,2454657
4.084,07-Jul-08,2454655
4.207,03-Jul-08,2454651
4.173,02-Jul-08,2454650
4.02,30-Jun-08,2454648
4.031,27-Jun-08,2454645
3.827,25-Jun-08,2454643
3.864,24-Jun-08,2454642
3.863,23-Jun-08,2454641
3.765,19-Jun-08,2454637
3.908,18-Jun-08,2454636
3.879,17-Jun-08,2454635
3.898,13-Jun-08,2454631
3.996,12-Jun-08,2454630
4.045,11-Jun-08,2454629
3.928,09-Jun-08,2454627
4,06-Jun-08,2454624
3.753,05-Jun-08,2454623
3.731,03-Jun-08,2454621
3.806,02-Jun-08,2454620
3.777,29-May-08,2454616
3.949,28-May-08,2454615
3.919,27-May-08,2454614
4.073,22-May-08,2454609
4.062,21-May-08,2454608
3.898,20-May-08,2454607
3.83,16-May-08,2454603
3.733,15-May-08,2454602
3.731,14-May-08,2454601
3.658,12-May-08,2454599
3.758,09-May-08,2454596
3.575,07-May-08,2454594
3.477,06-May-08,2454593
3.443,05-May-08,2454592
3.253,01-May-08,2454588
3.329,30-Apr-08,2454587
3.375,29-Apr-08,2454586
3.492,25-Apr-08,2454582
3.441,24-Apr-08,2454581
3.512,22-Apr-08,2454579
3.512,21-Apr-08,2454578
3.49,18-Apr-08,2454575
3.476,16-Apr-08,2454573
3.485,15-Apr-08,2454572
3.412,14-Apr-08,2454571
3.38,10-Apr-08,2454567
3.437,09-Apr-08,2454566
3.29,08-Apr-08,2454565
3.124,04-Apr-08,2454561
3.071,03-Apr-08,2454560
3.062,01-Apr-08,2454558
3.061,31-Mar-08,2454557
3.137,28-Mar-08,2454554
3.09,26-Mar-08,2454552
2.975,25-Mar-08,2454551
2.952,24-Mar-08,2454550
3.196,19-Mar-08,2454545
3.289,18-Mar-08,2454544
3.32,14-Mar-08,2454540
3.296,13-Mar-08,2454539
3.202,12-Mar-08,2454538
3.101,10-Mar-08,2454536
3.093,06-Mar-08,2454532
2.922,04-Mar-08,2454530
2.846,27-Feb-08,2454524
2.853,25-Feb-08,2454522
2.823,21-Feb-08,2454518
2.745,15-Feb-08,2454512
2.711,13-Feb-08,2454510
2.705,11-Feb-08,2454508
2.497,05-Feb-08,2454502
2.498,01-Feb-08,2454498
2.568,28-Jan-08,2454494
2.516,24-Jan-08,2454490
2.545,22-Jan-08,2454488
2.583,15-Jan-08,2454481
2.568,11-Jan-08,2454477
2.634,09-Jan-08,2454475
2.751,03-Jan-08,2454469
2.673,31-Dec-07,2454466
2.703,27-Dec-07,2454462
2.607,21-Dec-07,2454456
2.597,19-Dec-07,2454454
2.596,17-Dec-07,2454452
2.542,11-Dec-07,2454446
2.53,10-Dec-07,2454445
2.57,06-Dec-07,2454441
2.568,30-Nov-07,2454435
2.651,28-Nov-07,2454433
2.751,26-Nov-07,2454431
2.762,20-Nov-07,2454425
2.658,16-Nov-07,2454421
2.639,14-Nov-07,2454419
2.712,09-Nov-07,2454414
2.705,07-Nov-07,2454412
2.641,05-Nov-07,2454410
2.496,30-Oct-07,2454404
2.498,26-Oct-07,2454400
2.414,24-Oct-07,2454398
2.398,19-Oct-07,2454393
2.38,17-Oct-07,2454391
2.37,15-Oct-07,2454389
2.278,10-Oct-07,2454384
2.234,08-Oct-07,2454382
2.331,04-Oct-07,2454378
2.288,28-Sep-07,2454372
2.258,26-Sep-07,2454370
2.325,20-Sep-07,2454364
2.326,18-Sep-07,2454362
2.299,17-Sep-07,2454361
2.239,11-Sep-07,2454355
2.202,07-Sep-07,2454351
2.175,05-Sep-07,2454349
2.141,29-Aug-07,2454342
2.112,27-Aug-07,2454340
2.081,23-Aug-07,2454336
2.108,17-Aug-07,2454330
2.098,16-Aug-07,2454329
2.078,14-Aug-07,2454327
2.048,08-Aug-07,2454321
2.008,06-Aug-07,2454319
2.149,02-Aug-07,2454315
2.156,27-Jul-07,2454309
2.145,25-Jul-07,2454307
2.152,19-Jul-07,2454301
2.08,17-Jul-07,2454299
2.161,13-Jul-07,2454295
2.142,09-Jul-07,2454291
2.147,06-Jul-07,2454288
2.134,03-Jul-07,2454285
2.082,27-Jun-07,2454279
2.14,25-Jun-07,2454277
2.122,21-Jun-07,2454273
2.111,15-Jun-07,2454267
2.08,13-Jun-07,2454265
2.105,07-Jun-07,2454259
2.095,05-Jun-07,2454257
2.072,01-Jun-07,2454253
2.04,29-May-07,2454250
2.089,24-May-07,2454245
2.07,22-May-07,2454243
2.027,16-May-07,2454237
2.03,14-May-07,2454235
2.023,10-May-07,2454231
2.027,04-May-07,2454225
2.001,02-May-07,2454223
2.049,30-Apr-07,2454221
2.013,24-Apr-07,2454215
2.057,23-Apr-07,2454214
2,17-Apr-07,2454208
2.088,13-Apr-07,2454204
2.064,11-Apr-07,2454202
2.031,04-Apr-07,2454195
2.008,02-Apr-07,2454193
2.026,29-Mar-07,2454189
1.834,23-Mar-07,2454183
1.788,21-Mar-07,2454181
1.807,19-Mar-07,2454179
1.819,14-Mar-07,2454174
1.755,12-Mar-07,2454172
1.833,08-Mar-07,2454168
1.852,02-Mar-07,2454162
1.853,28-Feb-07,2454160
1.761,22-Feb-07,2454154
1.669,20-Feb-07,2454152
1.685,14-Feb-07,2454146
1.738,13-Feb-07,2454145
1.711,12-Feb-07,2454144
1.782,08-Feb-07,2454140
1.714,07-Feb-07,2454139
1.73,06-Feb-07,2454138
1.733,02-Feb-07,2454134
1.744,01-Feb-07,2454133
1.728,30-Jan-07,2454131
1.643,29-Jan-07,2454130
1.688,26-Jan-07,2454127
1.68,24-Jan-07,2454125
1.699,23-Jan-07,2454124
1.647,22-Jan-07,2454123
1.625,18-Jan-07,2454119
1.651,17-Jan-07,2454118
1.647,16-Jan-07,2454117
1.567,11-Jan-07,2454112
1.581,10-Jan-07,2454111
1.622,08-Jan-07,2454109
1.629,05-Jan-07,2454106
1.639,04-Jan-07,2454105
1.731,02-Jan-07,2454103
1.736,29-Dec-06,2454099
1.724,28-Dec-06,2454098
1.714,26-Dec-06,2454096
1.758,22-Dec-06,2454092
1.781,21-Dec-06,2454091
1.725,19-Dec-06,2454089
1.823,18-Dec-06,2454088
1.878,15-Dec-06,2454085
1.814,13-Dec-06,2454083
1.809,12-Dec-06,2454082
1.796,11-Dec-06,2454081
1.854,07-Dec-06,2454077
1.921,06-Dec-06,2454076
1.888,05-Dec-06,2454075
1.921,01-Dec-06,2454071
1.913,30-Nov-06,2454070
1.792,28-Nov-06,2454068
1.72,27-Nov-06,2454067
1.738,22-Nov-06,2454062
1.733,20-Nov-06,2454060
1.728,17-Nov-06,2454057
1.715,16-Nov-06,2454056
1.686,14-Nov-06,2454054
1.679,13-Nov-06,2454053
1.719,10-Nov-06,2454050
1.71,08-Nov-06,2454048
1.678,07-Nov-06,2454047
1.722,06-Nov-06,2454046
1.634,02-Nov-06,2454042
1.646,01-Nov-06,2454041
1.659,31-Oct-06,2454040
1.743,27-Oct-06,2454036
1.724,26-Oct-06,2454035
1.765,25-Oct-06,2454034
1.697,23-Oct-06,2454032
1.715,20-Oct-06,2454029
1.746,19-Oct-06,2454028
1.751,17-Oct-06,2454026
1.826,16-Oct-06,2454025
1.772,13-Oct-06,2454022
1.739,11-Oct-06,2454020
1.754,10-Oct-06,2454019
1.794,09-Oct-06,2454018
1.758,05-Oct-06,2454014
1.73,04-Oct-06,2454013
1.691,03-Oct-06,2454012
1.852,29-Sep-06,2454008
1.86,28-Sep-06,2454007
1.852,27-Sep-06,2454006
1.773,25-Sep-06,2454004
1.7,22-Sep-06,2454001
1.764,21-Sep-06,2454000
1.73,18-Sep-06,2453997
1.69,14-Sep-06,2453993
1.914,08-Sep-06,2453987
1.958,07-Sep-06,2453986
1.966,05-Sep-06,2453984
2.034,29-Aug-06,2453977
2.138,25-Aug-06,2453973
2.126,23-Aug-06,2453971
2.07,17-Aug-06,2453965
2.097,15-Aug-06,2453963
2.085,11-Aug-06,2453959
2.24,07-Aug-06,2453955
2.245,03-Aug-06,2453951
2.2,01-Aug-06,2453949
2.147,26-Jul-06,2453943
2.195,24-Jul-06,2453941
2.228,18-Jul-06,2453935
2.231,14-Jul-06,2453931
2.266,13-Jul-06,2453930
2.102,07-Jul-06,2453924
2.122,05-Jul-06,2453922
2.076,29-Jun-06,2453916
2.06,23-Jun-06,2453910
1.999,21-Jun-06,2453908
1.983,19-Jun-06,2453906
2.079,14-Jun-06,2453901
2.17,12-Jun-06,2453899
2.145,08-Jun-06,2453895
2.142,02-Jun-06,2453889
2.096,30-May-06,2453886
2.024,24-May-06,2453880
1.999,22-May-06,2453878
2.034,18-May-06,2453874
2.139,12-May-06,2453868
2.144,10-May-06,2453866
2.044,08-May-06,2453864
2.165,02-May-06,2453858
2.088,28-Apr-06,2453854
2.117,26-Apr-06,2453852
2.149,20-Apr-06,2453846
2.165,19-Apr-06,2453845
2.046,12-Apr-06,2453838
2.033,10-Apr-06,2453836
1.983,06-Apr-06,2453832
1.95,31-Mar-06,2453826
1.964,29-Mar-06,2453824
1.877,27-Mar-06,2453822
1.855,21-Mar-06,2453816
1.878,17-Mar-06,2453812
1.871,15-Mar-06,2453810
1.795,10-Mar-06,2453805
1.783,08-Mar-06,2453803
1.841,06-Mar-06,2453801
1.814,28-Feb-06,2453795
1.809,24-Feb-06,2453791
1.728,17-Feb-06,2453784
1.716,15-Feb-06,2453782
1.717,13-Feb-06,2453780
1.719,07-Feb-06,2453774
1.79,03-Feb-06,2453770
1.829,01-Feb-06,2453768
1.845,27-Jan-06,2453763
1.788,25-Jan-06,2453761
1.928,23-Jan-06,2453759
1.817,17-Jan-06,2453753
1.704,12-Jan-06,2453748
1.835,06-Jan-06,2453742
1.855,04-Jan-06,2453740
1.787,30-Dec-05,2453735
1.705,23-Dec-05,2453728
1.719,22-Dec-05,2453727
1.657,20-Dec-05,2453725
1.807,14-Dec-05,2453719
1.742,12-Dec-05,2453717
1.781,08-Dec-05,2453713
1.723,05-Dec-05,2453710
1.652,01-Dec-05,2453706
1.564,29-Nov-05,2453704
1.65,21-Nov-05,2453696
1.645,17-Nov-05,2453692
1.677,16-Nov-05,2453691
1.715,10-Nov-05,2453685
1.746,08-Nov-05,2453683
1.766,04-Nov-05,2453679
1.894,31-Oct-05,2453675
1.938,27-Oct-05,2453671
1.927,26-Oct-05,2453670
1.922,20-Oct-05,2453664
2.527,18-Oct-05,2453662
2.305,14-Oct-05,2453658
2.777,11-Oct-05,2453655
2.84,07-Oct-05,2453651
3.13,05-Oct-05,2453649
3.025,29-Sep-05,2453643
2.522,27-Sep-05,2453641
2.198,21-Sep-05,2453635
2.153,20-Sep-05,2453634
1.905,16-Sep-05,2453630
1.845,12-Sep-05,2453626
1.978,08-Sep-05,2453622
2.153,06-Sep-05,2453620
0.775,30-Aug-02,2452517
0.757,28-Aug-02,2452515
0.76,27-Aug-02,2452514
0.746,23-Aug-02,2452510
0.752,22-Aug-02,2452509
0.762,21-Aug-02,2452508
0.742,19-Aug-02,2452506
0.743,16-Aug-02,2452503
0.737,15-Aug-02,2452502
0.704,13-Aug-02,2452500
0.701,12-Aug-02,2452499
0.682,08-Aug-02,2452495
0.674,07-Aug-02,2452494
0.679,06-Aug-02,2452493
0.679,02-Aug-02,2452489
0.673,01-Aug-02,2452488
0.708,30-Jul-02,2452486
0.683,29-Jul-02,2452485
0.687,26-Jul-02,2452482
0.681,24-Jul-02,2452480
0.662,23-Jul-02,2452479
0.675,22-Jul-02,2452478
0.702,18-Jul-02,2452474
0.712,17-Jul-02,2452473
0.703,15-Jul-02,2452471
0.709,12-Jul-02,2452468
0.699,11-Jul-02,2452467
0.674,09-Jul-02,2452465
0.675,08-Jul-02,2452464
0.695,03-Jul-02,2452459
0.688,01-Jul-02,2452457
0.684,28-Jun-02,2452454
0.67,26-Jun-02,2452452
0.673,25-Jun-02,2452451
0.684,24-Jun-02,2452450
0.667,20-Jun-02,2452446
0.656,19-Jun-02,2452445
0.657,18-Jun-02,2452444
0.668,14-Jun-02,2452440
0.664,13-Jun-02,2452439
0.621,11-Jun-02,2452437
0.62,10-Jun-02,2452436
0.626,07-Jun-02,2452433
0.629,05-Jun-02,2452431
0.634,04-Jun-02,2452430
0.628,31-May-02,2452426
0.627,30-May-02,2452425
0.642,29-May-02,2452424
0.66,24-May-02,2452419
0.671,23-May-02,2452418
0.671,21-May-02,2452416
0.68,20-May-02,2452415
0.682,17-May-02,2452412
0.677,15-May-02,2452410
0.709,14-May-02,2452409
0.675,10-May-02,2452405
0.666,09-May-02,2452404
0.665,08-May-02,2452403
0.647,06-May-02,2452401
0.663,03-May-02,2452398
0.671,01-May-02,2452396
0.691,30-Apr-02,2452395
0.692,29-Apr-02,2452394
0.677,25-Apr-02,2452390
0.667,24-Apr-02,2452389
0.664,23-Apr-02,2452388
0.656,19-Apr-02,2452384
0.649,18-Apr-02,2452383
0.642,16-Apr-02,2452381
0.632,15-Apr-02,2452380
0.602,12-Apr-02,2452377
0.674,10-Apr-02,2452375
0.671,09-Apr-02,2452374
0.687,04-Apr-02,2452369
0.708,02-Apr-02,2452367
0.663,27-Mar-02,2452361
0.657,21-Mar-02,2452355
0.652,19-Mar-02,2452353
0.636,15-Mar-02,2452349
0.627,11-Mar-02,2452345
0.606,07-Mar-02,2452341
0.591,01-Mar-02,2452335
0.562,27-Feb-02,2452333
0.536,25-Feb-02,2452331
0.545,19-Feb-02,2452325
0.559,14-Feb-02,2452320
0.541,08-Feb-02,2452314
0.545,05-Feb-02,2452311
0.558,01-Feb-02,2452307
0.538,28-Jan-02,2452303
0.539,24-Jan-02,2452299
0.516,22-Jan-02,2452297
0.506,15-Jan-02,2452290
0.524,11-Jan-02,2452286
0.557,07-Jan-02,2452282
0.549,03-Jan-02,2452278
0.535,31-Dec-01,2452275
0.532,21-Dec-01,2452265
0.546,19-Dec-01,2452263
0.517,17-Dec-01,2452261
0.456,11-Dec-01,2452255
0.482,07-Dec-01,2452251
0.516,04-Dec-01,2452248
0.522,30-Nov-01,2452244
0.515,28-Nov-01,2452242
0.52,20-Nov-01,2452234
0.505,16-Nov-01,2452230
0.542,14-Nov-01,2452228
0.595,08-Nov-01,2452222
0.557,06-Nov-01,2452220
0.569,02-Nov-01,2452216
0.622,29-Oct-01,2452212
0.61,25-Oct-01,2452208
0.598,23-Oct-01,2452206
0.591,18-Oct-01,2452201
0.609,16-Oct-01,2452199
0.637,10-Oct-01,2452193
0.633,08-Oct-01,2452191
0.643,04-Oct-01,2452187
0.65,28-Sep-01,2452181
0.638,26-Sep-01,2452179
0.667,24-Sep-01,2452177
0.709,18-Sep-01,2452171
0.822,14-Sep-01,2452167
0.8,12-Sep-01,2452165
0.803,06-Sep-01,2452159
0.786,04-Sep-01,2452157
0.803,28-Aug-01,2452150
0.774,24-Aug-01,2452146
0.759,22-Aug-01,2452144
0.766,16-Aug-01,2452138
0.781,14-Aug-01,2452136
0.771,10-Aug-01,2452132
0.752,03-Aug-01,2452125
0.726,01-Aug-01,2452123
0.732,26-Jul-01,2452117
0.697,24-Jul-01,2452115
0.693,20-Jul-01,2452111
0.689,16-Jul-01,2452107
0.709,12-Jul-01,2452103
0.751,06-Jul-01,2452097
0.734,03-Jul-01,2452094
0.713,28-Jun-01,2452089
0.741,22-Jun-01,2452083
0.746,20-Jun-01,2452081
0.775,18-Jun-01,2452079
0.816,12-Jun-01,2452073
0.776,08-Jun-01,2452069
0.767,04-Jun-01,2452065
0.791,31-May-01,2452061
0.8,29-May-01,2452059
0.843,22-May-01,2452052
0.828,18-May-01,2452048
0.797,16-May-01,2452046
0.837,10-May-01,2452040
0.83,08-May-01,2452038
0.802,02-May-01,2452032
0.786,27-Apr-01,2452027
0.774,25-Apr-01,2452025
0.793,19-Apr-01,2452019
0.806,17-Apr-01,2452017
0.79,10-Apr-01,2452010
0.732,06-Apr-01,2452006
0.738,04-Apr-01,2452004
0.73,29-Mar-01,2451998
0.754,27-Mar-01,2451996
0.741,23-Mar-01,2451992
0.704,19-Mar-01,2451988
0.73,15-Mar-01,2451984
0.755,09-Mar-01,2451978
0.797,07-Mar-01,2451976
0.794,05-Mar-01,2451974
0.788,26-Feb-01,2451967
0.759,22-Feb-01,2451963
0.782,15-Feb-01,2451956
0.788,14-Feb-01,2451955
0.814,12-Feb-01,2451953
0.85,09-Feb-01,2451950
0.88,08-Feb-01,2451949
0.88,06-Feb-01,2451947
0.873,05-Feb-01,2451946
0.828,01-Feb-01,2451942
0.868,31-Jan-01,2451941
0.858,30-Jan-01,2451940
0.933,26-Jan-01,2451936
0.89,25-Jan-01,2451935
0.918,23-Jan-01,2451933
0.924,22-Jan-01,2451932
0.915,19-Jan-01,2451929
0.873,17-Jan-01,2451927
0.878,16-Jan-01,2451926
0.854,12-Jan-01,2451922
0.86,10-Jan-01,2451920
0.8,09-Jan-01,2451919
0.858,05-Jan-01,2451915
0.828,04-Jan-01,2451914
0.817,03-Jan-01,2451913
0.79,29-Dec-00,2451908
0.761,28-Dec-00,2451907
0.795,26-Dec-00,2451905
0.782,22-Dec-00,2451901
0.717,21-Dec-00,2451900
0.798,19-Dec-00,2451898
0.85,18-Dec-00,2451897
0.851,15-Dec-00,2451894
0.863,13-Dec-00,2451892
0.932,12-Dec-00,2451891
0.941,11-Dec-00,2451890
0.958,07-Dec-00,2451886
1.018,06-Dec-00,2451885
0.967,05-Dec-00,2451884
0.969,01-Dec-00,2451880
1.017,30-Nov-00,2451879
0.991,28-Nov-00,2451877
1.054,27-Nov-00,2451876
1.098,24-Nov-00,2451873
1.078,21-Nov-00,2451870
1.096,20-Nov-00,2451869
1.083,17-Nov-00,2451866
1.09,15-Nov-00,2451864
1.084,14-Nov-00,2451863
1.054,13-Nov-00,2451862
1.037,09-Nov-00,2451858
0.997,08-Nov-00,2451857
0.972,07-Nov-00,2451856
0.932,03-Nov-00,2451852
0.942,02-Nov-00,2451851
0.951,01-Nov-00,2451850
0.949,30-Oct-00,2451848
0.949,27-Oct-00,2451845
0.98,26-Oct-00,2451844
1.009,24-Oct-00,2451842
1.002,23-Oct-00,2451841
0.969,20-Oct-00,2451838
0.967,18-Oct-00,2451836
0.969,17-Oct-00,2451835
1.025,13-Oct-00,2451831
1.086,12-Oct-00,2451830
1.022,11-Oct-00,2451829
0.979,09-Oct-00,2451827
0.948,06-Oct-00,2451824
0.945,05-Oct-00,2451823
0.984,03-Oct-00,2451821
0.969,02-Oct-00,2451820
0.941,29-Sep-00,2451817
0.965,27-Sep-00,2451815
0.949,26-Sep-00,2451814
0.957,25-Sep-00,2451813
1.008,21-Sep-00,2451809
1.049,19-Sep-00,2451807
1.039,13-Sep-00,2451801
1.098,11-Sep-00,2451799
1.061,07-Sep-00,2451795
0.958,31-Aug-00,2451788
1.021,29-Aug-00,2451786
0.984,25-Aug-00,2451782
0.931,21-Aug-00,2451778
0.895,17-Aug-00,2451774
0.865,11-Aug-00,2451768
0.855,09-Aug-00,2451766
0.841,04-Aug-00,2451761
0.776,31-Jul-00,2451757
0.79,27-Jul-00,2451753
0.788,21-Jul-00,2451747
0.82,19-Jul-00,2451745
0.804,17-Jul-00,2451743
0.788,11-Jul-00,2451737
0.789,07-Jul-00,2451733
0.803,05-Jul-00,2451731
0.823,27-Jun-00,2451723
0.805,23-Jun-00,2451719
0.744,19-Jun-00,2451715
0.781,15-Jun-00,2451711
0.795,13-Jun-00,2451709
0.762,06-Jun-00,2451702
0.764,02-Jun-00,2451698
0.752,31-May-00,2451696
0.798,24-May-00,2451689
0.772,22-May-00,2451687
0.801,16-May-00,2451681
0.789,12-May-00,2451677
0.742,10-May-00,2451675
0.706,04-May-00,2451669
0.725,01-May-00,2451666
0.73,25-Apr-00,2451660
0.777,20-Apr-00,2451655
0.736,18-Apr-00,2451653
0.705,12-Apr-00,2451647
0.672,10-Apr-00,2451645
0.699,06-Apr-00,2451641
0.774,31-Mar-00,2451635
0.744,29-Mar-00,2451633
0.7,23-Mar-00,2451627
0.683,21-Mar-00,2451625
0.739,17-Mar-00,2451621
0.799,13-Mar-00,2451617
0.835,09-Mar-00,2451613
0.851,02-Mar-00,2451606
0.806,29-Feb-00,2451604
0.803,25-Feb-00,2451600
0.762,18-Feb-00,2451593
0.779,16-Feb-00,2451591
0.769,14-Feb-00,2451589
0.718,08-Feb-00,2451583
0.836,04-Feb-00,2451579
0.769,31-Jan-00,2451575
0.764,27-Jan-00,2451571
0.822,25-Jan-00,2451569
0.797,18-Jan-00,2451562
0.726,13-Jan-00,2451557
0.745,07-Jan-00,2451551
0.715,05-Jan-00,2451549
0.719,30-Dec-99,2451543
0.711,23-Dec-99,2451536
0.737,21-Dec-99,2451534
0.72,17-Dec-99,2451530
0.684,14-Dec-99,2451527
0.657,10-Dec-99,2451523
0.694,08-Dec-99,2451521
0.692,02-Dec-99,2451515
0.673,30-Nov-99,2451513
0.709,22-Nov-99,2451505
0.679,18-Nov-99,2451501
0.688,16-Nov-99,2451499
0.654,10-Nov-99,2451493
0.622,08-Nov-99,2451491
0.623,04-Nov-99,2451487
0.584,29-Oct-99,2451481
0.612,27-Oct-99,2451479
0.613,25-Oct-99,2451477
0.594,19-Oct-99,2451471
0.607,15-Oct-99,2451467
0.594,13-Oct-99,2451465
0.54,08-Oct-99,2451460
0.593,06-Oct-99,2451458
0.626,30-Sep-99,2451452
0.629,28-Sep-99,2451450
0.632,24-Sep-99,2451446
0.616,17-Sep-99,2451439
0.617,15-Sep-99,2451437
0.63,13-Sep-99,2451435
0.601,07-Sep-99,2451429
0.576,02-Sep-99,2451424
0.576,27-Aug-99,2451418
0.558,25-Aug-99,2451416
0.585,23-Aug-99,2451414
0.573,17-Aug-99,2451408
0.566,13-Aug-99,2451404
0.563,11-Aug-99,2451402
0.539,05-Aug-99,2451396
0.53,03-Aug-99,2451394
0.536,02-Aug-99,2451393
0.528,30-Jul-99,2451390
0.526,28-Jul-99,2451388
0.521,27-Jul-99,2451387
0.522,23-Jul-99,2451383
0.5,22-Jul-99,2451382
0.5,21-Jul-99,2451381
0.517,19-Jul-99,2451379
0.52,16-Jul-99,2451376
0.519,15-Jul-99,2451375
0.523,13-Jul-99,2451373
0.513,12-Jul-99,2451372
0.508,08-Jul-99,2451368
0.513,07-Jul-99,2451367
0.495,06-Jul-99,2451366
0.489,01-Jul-99,2451361
0.493,30-Jun-99,2451360
0.458,28-Jun-99,2451358
0.452,25-Jun-99,2451355
0.451,24-Jun-99,2451354
0.442,22-Jun-99,2451352
0.437,21-Jun-99,2451351
0.443,18-Jun-99,2451348
0.444,16-Jun-99,2451346
0.46,15-Jun-99,2451345
0.454,11-Jun-99,2451341
0.432,10-Jun-99,2451340
0.437,09-Jun-99,2451339
0.427,07-Jun-99,2451337
0.415,04-Jun-99,2451334
0.397,02-Jun-99,2451332
0.39,01-Jun-99,2451331
0.393,28-May-99,2451327
0.397,26-May-99,2451325
0.397,25-May-99,2451324
0.408,21-May-99,2451320
0.398,20-May-99,2451319
0.395,19-May-99,2451318
0.42,17-May-99,2451316
0.426,14-May-99,2451313
0.431,13-May-99,2451312
0.415,11-May-99,2451310
0.426,10-May-99,2451309
0.428,06-May-99,2451305
0.449,05-May-99,2451304
0.45,04-May-99,2451303
0.443,30-Apr-99,2451299
0.44,29-Apr-99,2451298
0.425,27-Apr-99,2451296
0.421,26-Apr-99,2451295
0.428,23-Apr-99,2451292
0.433,21-Apr-99,2451290
0.422,20-Apr-99,2451289
0.433,19-Apr-99,2451288
0.425,15-Apr-99,2451284
0.421,14-Apr-99,2451283
0.425,12-Apr-99,2451281
0.424,09-Apr-99,2451278
0.411,07-Apr-99,2451276
0.443,05-Apr-99,2451274
0.436,01-Apr-99,2451270
0.438,30-Mar-99,2451268
0.43,29-Mar-99,2451267
0.421,26-Mar-99,2451264
0.394,24-Mar-99,2451262
0.401,23-Mar-99,2451261
0.396,22-Mar-99,2451260
0.388,18-Mar-99,2451256
0.386,17-Mar-99,2451255
0.37,15-Mar-99,2451253
0.377,12-Mar-99,2451250
0.374,10-Mar-99,2451248
0.336,04-Mar-99,2451242
0.321,02-Mar-99,2451240
0.319,26-Feb-99,2451236
0.302,22-Feb-99,2451232
0.302,18-Feb-99,2451228
0.303,11-Feb-99,2451221
0.298,09-Feb-99,2451219
0.309,04-Feb-99,2451214
0.329,29-Jan-99,2451208
0.325,27-Jan-99,2451206
0.324,21-Jan-99,2451200
0.319,19-Jan-99,2451198
0.322,14-Jan-99,2451193
0.367,08-Jan-99,2451187
0.351,06-Jan-99,2451185
0.349,04-Jan-99,2451183
0.305,28-Dec-98,2451176
0.3,23-Dec-98,2451171
0.282,21-Dec-98,2451169
0.309,15-Dec-98,2451163
0.299,11-Dec-98,2451159
0.299,08-Dec-98,2451156
0.299,04-Dec-98,2451152
0.306,02-Dec-98,2451150
0.324,24-Nov-98,2451142
0.351,20-Nov-98,2451138
0.351,18-Nov-98,2451136
0.39,12-Nov-98,2451130
0.391,10-Nov-98,2451128
0.398,06-Nov-98,2451124
0.414,02-Nov-98,2451120
0.412,29-Oct-98,2451116
0.412,23-Oct-98,2451110
0.417,21-Oct-98,2451108
0.407,19-Oct-98,2451106
0.416,14-Oct-98,2451101
0.419,12-Oct-98,2451099
0.422,08-Oct-98,2451095
0.43,02-Oct-98,2451089
0.432,29-Sep-98,2451086
0.43,25-Sep-98,2451082
0.443,21-Sep-98,2451078
0.429,17-Sep-98,2451074
0.418,11-Sep-98,2451068
0.4,09-Sep-98,2451066
0.398,04-Sep-98,2451061
0.372,31-Aug-98,2451057
0.361,27-Aug-98,2451053
0.36,21-Aug-98,2451047
0.361,19-Aug-98,2451045
0.377,17-Aug-98,2451043
0.372,11-Aug-98,2451037
0.392,07-Aug-98,2451033
0.376,03-Aug-98,2451029
0.369,30-Jul-98,2451025
0.376,28-Jul-98,2451023
0.376,22-Jul-98,2451017
0.379,20-Jul-98,2451015
0.407,14-Jul-98,2451009
0.394,10-Jul-98,2451005
0.389,08-Jul-98,2451003
0.387,30-Jun-98,2450995
0.39,26-Jun-98,2450991
0.393,22-Jun-98,2450987
0.377,18-Jun-98,2450983
0.378,16-Jun-98,2450981
0.388,10-Jun-98,2450975
0.389,08-Jun-98,2450973
0.397,04-Jun-98,2450969
0.404,29-May-98,2450963
0.395,27-May-98,2450961
0.397,20-May-98,2450954
0.407,18-May-98,2450952
0.422,14-May-98,2450948
0.424,08-May-98,2450942
0.433,05-May-98,2450939
0.453,01-May-98,2450935
0.427,27-Apr-98,2450931
0.423,23-Apr-98,2450927
0.437,17-Apr-98,2450921
0.439,15-Apr-98,2450919
0.417,13-Apr-98,2450917
0.413,06-Apr-98,2450910
0.415,02-Apr-98,2450906
0.442,27-Mar-98,2450900
0.441,25-Mar-98,2450898
0.44,23-Mar-98,2450896
0.378,17-Mar-98,2450890
0.39,13-Mar-98,2450886
0.391,11-Mar-98,2450884
0.425,04-Mar-98,2450877
0.426,02-Mar-98,2450875
0.43,24-Feb-98,2450869
0.445,20-Feb-98,2450865
0.45,18-Feb-98,2450863
0.453,11-Feb-98,2450856
0.457,09-Feb-98,2450854
0.465,05-Feb-98,2450850
0.492,30-Jan-98,2450844
0.491,28-Jan-98,2450842
0.461,22-Jan-98,2450836
2.288,31-Aug-05,2453614
1.972,29-Aug-05,2453612
1.893,26-Aug-05,2453609
1.921,25-Aug-05,2453608
